Indonesia,Madura
menghilangkan air dengan membiarkan meleleh.,asteng
"asuransi, pertanggungan.",asuransi
atap,ata'
memberi atap.,ngata'e
kemerah-merahan .,atah
menyuruh berulang-ulang.,atak
melayang dengan mendatar.,atang
hati,ate
berhati-hati,te-ngate
"jahat, tidak dapat dipercaya",bellak atena
kecil hati,kene' ate
"mengambil hati, mengambil muka",ngala' ate
panas hati,panas ate
"tulus, jujur",pote ate
sakit hati,sake' ate
perut bagian atas searah dengan hati,talampo' anna ate
mengangkat dan membawa jalan.,ateng
mengantar,ater
mengantar,ngater
pemberian atau hadiah yang diantarkan ke rumah penerimanya .,ter-ater
batas,ates
memberi batas.,ngatese
sesuai sekali,athok
"menyesuaikan, menyelaraskan.",ngathokkagi
atom,atom
rukun.,atong
atur,ator I
mengatur,ngator
"aturan, peraturan",atoran
silakan,atore
pengaturan,pangatoran
peraturan.,paratoran
"mengatakan , memberitahukan  .",ator II
"mempersilahkan, menghaturkan.",ator III
ratus,atos
merayakan seratus hari orang meninggal,nyatos
ratusan,atosan
seratus,satos
delapan ratus,ballung atos
enam ratus,nem atos
tujuh ratus,pettong atos
sembilan ratus .,sangang atos
atas,attas
paling atas,tas-attas
akan pergi ke atas,ngattasa
mengatasi,ngattase
atasan,attasan
"awal, mula",awwal
bulan jumandil awal.,jumandil awwal
"ayat, bagian dari pasal.",ayat
mari,ayu'
mari.,mayu'
sapaan untuk `oba`  .,ba'
"apa, apakah kiranya",ba'
kiranya .,ba'nengan
"bah, banjir.",ba'a
pahang .,ba'ang
kemarin.,ba'ari
"bab, soal, hal.",bab
cina laki-laki.,baba
bawah,baba
paling bawah,ba-baba
rendah,maba
"membawahi, merendah diri",amabai
membuka lebar-lebar,ba'ba'
membuka lebar-lebar.,aba'ba'
bahaya.,babaja
hidup berpisah antara suami isteri .,baban
bawang,babang
lahir .,babar
melahirkan,ababarragi
tempat lahir.,babaran
"menebas, menghabiskan sama sekali.",babas I
"sesat, terlampau dari waktu yang ditentukan .",babas II
"babad, cerita asal usul daerah, tambo.",babad
menebang pohon-pohonan/semak-semaknya dalam membuka hutan/daerah baru.,babat I
daging berlipat-lipat di perut besar.,babat II
bersemangat sekali.,babba' I
kulit batang pohon.,babba' II
besar ternganga .,babbak
buka lebar-lebar,babbar
"mengembang , membuka lebar-lebar.",ababbar
kelelawar.,babburu
babi.,babi
"babu, pembantu rumah tangga perempuan.",babu
daun bunga yang diiris-iris sebagai pelengkap bunga sebungkus .,babur
"balui, tak ada yang kalah ataupun yang menang.",ba'bur
permadani.,babut
baca,baca
membaca,maca
membaca cerita sambil dinyanyikan/ditembangkan,mamaca
membaca-baca.,ca-baca'an
doa.,can-bacan
basah,bacca
membasahi,abaccae
basuh,bacco
"air pembasuh, bebasuh.",co-bacco
"membasuh, membersihkan",abacco
membersihkan .,macco
tertawa terpingkal-pingkal.,bacekel
bau yang tak sedap/busuk.,baceng
berlari,badak
berlari-lari atau berkejar-kejaran.,dak-badagan
"badan, lembaga",badan
saya,badan kaula
gerak badan .,gerra' badan
wedana,badana
"kewedanan, tempat kediaman wedana.",badanan
"jelek, sembrono, koden .",badday I
mencari pencaharian dengan menjual makanan.,badday II
wadah,baddha
berwadah.,abaddha
"terang-terangan, lugu, zakelijk .",baddhak
"begitu kiranya, demikian layaknya.",baddin
"kapak, beliung.",baddung
ada,badha
lebih,abadha'an
mengadakan,mabadha
mengada-ada,dha-mabadha
keadaan,kabadha'an
seada-adanya,sadha-badhana
akan ada kerja dalam bidang perkawinan,badha'a gabyya
adanya agak banyak,badhan
pengacau keadaan,ola'na kabadhaan
orang berada/beruang.,oreng badha
badak.,badhak
"sembrono, seenaknya saja .",badhan
"lembab, agak-agak basah .",badhek
"buat, untuk  .",badhi I
membuat  .,badhi II
perut besar.,badhuk
"badminton, bulu tangkis",badminton
bermain badminton/bulu tangkis.,abadminton
"kamu, kau  .",ba'en
bagasi.,bagasi
"terperanjat, tercenung karena keheranan/aneh.",bageggen
bagi,bagi
berbagi,abagi
membagi,magi
"bagian, jatah",bagiyan
sebagian.,sabagiyan
beri,bagi I
memberi.,magi
wage .,bagi II
"ayam hutan, ayam bagisar, ayam keturunan ayam hutan dengan ayam biasa.",bagisar
tempurung besar.,bagung
baik,bagus
"penyakit bengkak di leher dan pipi, gondongan",babagus
"membagus, menjadikan baik, merukunkan kembali",mabagus
berpura-pura baik.,gus-mabagus
akar bahar.,bahar
"saja, hanya  .",bai
biji,bai'
berbiji.,abai'
"waktu, saat",baja I
"sebaya, seumur",ja-baja'an
"sebaya, seumur.",sabaja
cucu,baja II
bercucu.,abaja
gigi,baja I
bergigi.,abaja
baja,baja II
topi waja .,topi baja
buaya.,baja I
"kecelakaan, bahaya.",baja II
mengusik-usik supaya marah.,baja III
wajan.,bajan
wayang.,bajang I
bayang-bayang.,bajang II
sembahyang,bajang
bersembahyang,abajang
"setan anak-anak, tuyul  .","bajang, setan bajang"
bayar,bajar
membayar,majar
"bayaran, upah, gaji.",bajaran
rajin .,bajeng
bayi.,baji'
"jijik, benci.",baji
wajik .,bajik
"beruntung, bahagia.",bajjra
bakal.,bakal I
tunangan,bakal II
bertunangan.,abakalan
bakat,bakat
berbakat.,abakat
besar ternganga .,bakbak
besar ternganga .,bakbak
"baki, talam",baki
membakikan .,abaki'i
wakil,bakkel
berwakil,abakkel
mewakili,abakkele
mewakilkan,abakkellagi
mewakili.,makkele
tembakau.,bako
sembab/sipit .,bako'
bawa,bakta
bawaan untuk buah tangan,ta-bakta
membawa sesuatu untuk buah tangan,ata-bakta
membawa serta.,abakta
bakti,bakte
berbakti,abakte
"pembaktian, hasil membaktikan diri.",pabakteyan
"bagian tengah, tengah-tengah .",baktengnga
"waktu, saat",bakto
"berwaktu, mempunyai waktu tertentu.",abakto
"bakul, keranjang.",bakul
"mengatakan, menyampaikan cakap, memberitahukan.",bala
"famili, kaum kerabat",bala
kaum kerabat yang jumlahnya banyak .,bala karaba
kuwalat,bala'
"luka yang berbau, luka besar dan membengkak.",bala'
terpeleset.,balaccar
"terserak-serak, berceceran.",balacer
kain belacu.,balacu
ribut karena ada bahaya/huru-hara.,balai
punggung.,balakang
bagian belakang pisau .,balakangnga tadhi'
"berserak-serak tak terurus, berkeleleran, terbengkelai.",balakar
mengikat atau membelenggu tangan dan kaki.,balakbak
"saja, hanya  .",balakka
kelopak mata.,balakot
ikan belanak.,balana
"rahim, peranakan.",balanadan
belanda.,balanda
walang.,balang
rempelo.,balang
melihat-lihat dengan mata liar.,balangar
rasa sakit perut karena kekenyangan.,balangketeng
blanko.,balangko
blangkon.,balangkon
luka karena tergores.,balangrat
"tergores pada kulit, luka tergores.",balangret
belanja,balanja
berbelanja.,abalanja
janda.,balanjar
berdagang.,balanti
balap,balap
membalap,abalap
balapan.,balapan
"celoreng, loreng.",balaring
luka karena tergores.,balarsat
kereta api dengan gandengan gerbong-gerbong .,balas
kuwalat.,balat
yuyu .,balatthang
"segenap, semua .",balattra
warna biru.,balau
melengos.,balaut
"berpencar-pencar, terpisah-pisah.",balejjar
"mual, mau muntah.",balengnger
nakal.,balengnger
balas,bales
berbalas,abales
membalas,males
balasan.,balesan
lumpur.,balet
bengkak .,balgem
kembali,bali
pulang kembali,abali
mengembalikan,mabali
sekembalinya,sabalina
"berulang-ulang, berkali-kali",li-baliyan
kembali seperti sedia kala,bali one
bali .,bali
balik,bali'
membalik,abali'
burung belibis,balibis
pedagang kecil yang mengedarkan dagangannya dari rumah ke rumah.,balijja
"terperosok, terpeleset masuk lubang.",balijjuk
balik,balik
"berbalik, memutar haluan.",abalik
belikat .,balikat
kerikil.,baliker
jatuh terputar.,baliling
belimbing .,balimbing
belimbing .,balingbing
belinju .,balinju
kerinting .,balintek
terlempar ke samping.,balinteng
belirang.,balirang
terseret-seret .,baliret
tergores .,balirset
membuka bagian pangkal .,balitthe'
"akil balik, cukup umur.",ballik
delapan,ballu'
dua puluh delapan,ballu' lekor
delapan puluh .,ballung polo
balok.,balo'
dop lampu listrik.,balon
balsem.,balsem
sukar dibangunkan.,balubu
lari krn ketakutan.,baludhus
"bahagia, tumbuh dengan sempurna .",baluja
"paya, rawa.",balumbang
mentimun muda.,balungka
beluntas .,baluntas
bergerak-gerak keras karena kesakitan.,balunteng
bintik-bintik.,balurik
"tak rapi, tak teratur .",balusbus
terperosok .,balusok
tengkorak.,baluthok
sayap,bambang
bersayap,abambang
"menyayapi, memberi sayap.",abambange
"dan, dengan",ban
sama dengan .,padha ban
kamu  .,ba'na
habis sama sekali.,banas
mudah lepas dr tangkai pegangan .,bancang
butuh uang.,bancang
lancar,bancar
melancarkan .,mabancar
panci.,banci
"penjahat, penipu.",bancoleng
bandar,bandar I
menjadi bandar.,abandari
"bandar, pelabuhan.",bandar II
ikan bandeng.,bandeng
"kapital modal, biaya.",bandha
banding,bandhing
berbanding.,abandhing
bersamaan waktunya.,bandhung
bandung .,bandhung
"bandusa, peti mayat.",bandhusa
umpan,bane
mengumpani.,abane'e
berani,bangal
memberanikan diri,mabangal
berpura-pura berani,ngal-mabangal
"pemberani, tak ada lainnya .",bangalan
sayap,bangbang
bersayap,abangbang
"menyayapi, memberi sayap.",abangbange
bau busuk .,banger
suka tertawa.,banger
"sangat, terlalu.",banget
mampus.,bangka
telanjang,bangkang
bertelanjang,abangkang
menelanjangi,abangkange
telanjang bulat,bangkang losneng
telanjang bulat .,bangkang molos
bangkit,bangket
membangkitkan.,mabangket
pinggul.,bangkong
bengkowang  .,bangkowang
"bangkrut, pailit.",bangkrut
bangku.,bangku
luka karena tergores.,banglas
lebih baik,bango'
lebih baik.,bango'an
"bangun, bentuk",bangon
"berbangun, berbentuk",abangon
membentuk jadi,mabangon
pembangunan.,pambangonan
bekas luka patek di sekitar mulut.,bangos
bangau.,bangoy
bangsa,bangsa
kebangsaan.,kabangsaan
bangsat.,bangsat
"lasak, bergerak terus, tak mau diam.",banjan
"sebaya, seumur.",banjar
banjir.,banjir
lancar .,banjur
bank.,bank
"lain, bukan",banne
berlainan,abanneyan
lainkan dari pada yang lain,pabanneyan
"berlainan , yang paling berlainan.",ne-banneyan
banyak,bannya'
paling-paling,nya-bannya'
terbanyak,nya-bannya'-an
lebih banyak,abannya'an
memperbanyak.,mabannya'
"berbincang-bincang, bercakap-cakap.",banta
bantal,bantal
"berbantal, memakai bantal untuk kalang kepala.",abantal
banting,banteng
"berbanting, membanting.",abanteng
"cepat, deras",banter
paling cepat.,ter-banteran
keras .,bantet
banteng.,bantheng
"mengait sesuatu yang ada diatas, membantol",banthol
galah pembantol.,bantholan
bantu,banto
membantu,abanto
bantuan.,bantowan
kencing,banyo
berkencing  .,abanyo
bengkak,bara
bengkak-bengkak,ra-bara
sakit bengkak seluruh badan.,sake' ra-bara
barat.,bara'
paru-paru.,bara
biaya pengeluaran,baragat
"membiayai, menanggung biayanya.",abaragadi
brahma .,barahma
badak.,barak
biawak .,barakay
"bagaimana, mengapa  .",baramma
berapa,barampa
beberapa.,pan-barampan
"tirai, gorden.",barana
"baik hati, suka mengajak orang lain bercakap-cakap secara kekeluargaan.",baranca'
barang,barang
"sembarang, sesukanya",sabarang
warangan .,barangan
"sangat berani, lekas marah.",barangas I
masak di luar karena apinya terlalu besar.,barangas II
sarung keris.,barangka
jatuh tersandung.,barangka'
"waras, sehat, sembuh",baras
menyembuhkan,mabaras
pura-pura sembuh,ras-mabaras
yang paling sehat.,ras-barasan
"deras, keras",barat
"segenap, tak ada yang ketinggalan dan semuanya telah didatangi .",baratta
beber,barbar
membeber.,abarbar
kembung/sembung perut.,barekbek
"ketika, tatkala.",bareng I
bersama-sama,bareng II
memberangkatkan bersama-sama,mabareng
"mendampingi, menemani.",abarenge
orang yang selalu mendampingi.,reng-barengan
pembantu rumah tangga  .,bareng III
"rajin, bersungguh-sungguh .",barenteng
"rembes, agak bocor.",baresbes
"lamban, lambat.",baretbet
kemarin,bari
kemarin harinya.,kabari' anna
"senja, belum tengah malam.",bari'
kikir.,barikkeng
jatuh terhuyung,bariadhing
terhuyung-huyung.,dhing-tabarindhing
waringin .,baringen
"rasa kurang tenang,",baringsang I
nama binatang air pemakan ikan.,baringsang II
begini  .,barinto
waris,baris
mewarisi,abarisi
warisan,barisan
ahli waris .,ahli baris
baris,baris
berbaris,abaris
membariskan,mabaris
barisan,barisan
bermain berbaris-baris.,ris-barisan
begini,bariya
"meriang, kurang sehat.",bariyang
warna,barna
berwarna,abarna
mewarnai.,abarnae
waru .,baru
"kronis, mengakar",baru'
"mengakar, berakar kuat karena sudah terlalu lama.",aru-baru'
"cepat tertidur, lekas mengantuk, mudah tertidur.",barubbu
kolong .,baruma
warung,barung
berjualan di warung,abarung
berjualan di warung,marung
"warung-warungan, bentuk sebangsa warung.",rung-barungan
beruang.,baruwang
basi .,baruy
bas .,bas
bahasa,basa I
peribahasa.,parebasan
pecah,basa II
memecahkan.,mabasa
terus menerus dan tak ada henti-hentinya.,basbas
"bau yang tak sedap, bau busuk.",baseng
"basi, tempat kuah.",basi
bebas bergerak karena tak ada yang mengawasi.,basisa
besuki .,basoke
basah,bassa
membasahi,abassae
membasahkan.,mabassa
"basuh, cuci",basso
"membasuh, mencuci",abasso
"membersihkan, membasuh .",masso
kutuk,basto
mengutuk.,abasto
batu bata,bata
memberi bata.,abatae
angkat,bata'
mengangkat dari perapian.,mata'
batang,batang
memberi batang .,matange
menarik cepat-cepat .,batbat
watak,batek
berwatak.,abatek
batin.,baten
batas,bates
"berbatas, berbatasan",abates
memberi batas.,mates
bangkai,'bathang
bangkai.,babathang
"batara, raja dewa.",bathara
keuntungan,bathe
mendapat keuntungan .,abathe
batik,bathek
membatik.,abathek
batok kelapa,bathok
"keras/luasnya bau busuk, tercium bau busuk yang menyebar.",bathuwang
batu,bato
memberi batu,abatowe
batu api .,bato ketthek
baterai,batona senter
gula batu,gula bato
tukang batu .,tokang bato
batuk,bato'
berbatuk,abato'
berbatuk-batuk,to'-bato'an
bata besar penyangga tiang.,bator
batal,battal
membatalkan,abattallagi
membatalkan.,mabattal
baterai.,battere
hitam legam .,battheng
tiang sudut balai-balai.,batton
bau,bau
berbau,abau
bahu.,bau I
bau .,bau II
"sekrup besar, baut.",baut
bakwan .,ba'wan
"sangkur, bayonet.",bayonet
sb gelang antara tangkai dengan sarung keris.,bebber
becak,beca'
naik becak.,abeca'
"baik , bagus",becce'
memperbaiki,mabecce'
baik hati .,becce' ate
asal buatan.,beddal
berpacar-pacaran,beccek
"pacar, kekasih.",cek-beccegan
"becek, berlumpur.",beccer
celup,beddel
mencelup,meddel
celupan,beddelan
tukang celup .,tokang beddel
bengkak kehitam-hitaman bekas kena pukul.,beddeng
"sobek, robek",beddha
menyobek.,mabeddha
bedak,beddha'
membedaki.,abeddha'i
kejar,beddhak
mengejari sambil berteriak-teriak,meddhak
kejar-kejaran.,dhak-beddhagan
lari karena sudah lepas,beddhal
berlari karena sudah terlepas.,meddhal
"bedah, operasi",beddhel
"membedah, mengoperasi.",meddhel
pasir.,beddhi
"bedil, senapan",beddhil
"memakai bedil, menyandang bedil",abeddhilan
"membedil, menembak.",meddhil
"kain alas untuk bayi, popok .",beddhing
"balui, tak ada yang kalah dan tak ada yang menang.",beddhu
beduk.,beddhuk I
waktu tengah hari.,beddhuk II
kain pengikat/penghangat .,beddhung
rendam,begga
merendam diri,abegga
merendam,megga
barang yang direndam.,ga-begga'an
"beha, kutang kecil untuk wanita.",beha
gelandang belakang .,bek
"jam yang dapat berdering, jam meja.",beker
bekas,bekkas I
membekas.,abekkas
hari rabu yang terakhir dalam setahun .,bekkas II
pesan,bekkas III
"menyampaikan pesan, menitipkan pesan.",abekkasen
memeluk kepala dan memukuli dengan kepalan tangan,bekkem
memeluk kepala dan memukuli dengan kepalan tangan.,mekkem
beku.,bekku
"belah, pecah",bella I
membelahi/memecahkan bagian tertentu,abellai
memecahkan.,mabella
pengayuh pendek .,bella II
"belang, belang-belang",bellak
"belang, belang-belang.",bellang
belas,bellas I
sebelas,sabellas
delapan belas,ballu' bellas
dua belas,dhu' bellas
lima belas,lema' bellas
empat belas,pa' bellas
sembilan belas,sanga' bellas
tiga belas .,tello' bellas
"belas, kasihan.",bellas II
sembilu.,bellat
beli,belli
barang-barang yg dibeli,lin-bellin
membeli,melle
membeli tanpa memandang besar dan kecilnya dng harga yg senilai .,melle sontoran
beling.,belling
"kesal, gusar.",bellis I
godaan setan.,bellis II
gumpal tanah yg diambil dr dlm kuburan pd saat seseorang meninggal.,bellu
belut.,bellu'
burung hantu.,belluk
belum,bellun
sebelumnya.,sabellunna
"bibit pohon-pohonan, setek.",belta
bemo.,bemo
benam,bendhem
"membenamkan diri, membenamkan, menguburkan",abendhem
"membenam, mengubur.",mendhem
"benar, betul",bendher
menyelamati orang yang sudah meninggal tepat pada hari meninggalnya,abendheri
"meletakkan pada tempatnya, mengarahkan kepada tujuan yang benar",mabendher
kebetulan,kabendheran
"sebenarnya, sebetulnya.",sabendherra
renggang,benggang
merenggangkan.,mabenggang
gelang kaki,benggel
mengenakan gelang kaki.,abenggel
belah/pecah menjadi dua bagian.,bengka
"rumah, tempat tinggal",bengko
"berumah, bertempat tinggal",abengko
"merumahkan, mengawinkan.",mako-bengko
bengkung,bengkong
"mengenakan ""bengkong"".",abengkong
terbuka sedikit.,bengnga
bengis.,bengnges
benang.,bennang
jernih.,benneng
bensin.,bensin
bentak,bentak
"membentak, menghardik",abentak
"membentak, menghardik.",mentak
suntuk,benteng
sehari suntuk .,saare benteng
bentul .,bentol
bentur,bentor
membentur,abentor
terbentur.,tabentor
"gemuk-gemuk basah, gemuk yang kelihatannya tidak sehat.",berber
kenyang .,berda
beri-beri .,bere
"berintik, keriting .",berintek
"lari, berlari",berka'
mendatangi sambil berlari,merka'e
"larinya, berlarinya.",paberka'na
bungkusan nasi yang dibawa sesudah kenduri.,berkat I
"berkat, berkah.",berkat II
"berko, lampu sepeda yang dinyalakan dengan dinamo .",berko
berlian .,berliyan
berat,berra'
"bunting, mengandung",baberra'
"berat ke kepala, berat ke atas.",berra' juwangen
beras,berras
beras merah .,berras kappor
"berat, bobot, sarat",berrat
keberatan,kaberradan I
"menceret, sering buang air besar",kaberradan II
berberak  .,akaberradan
basah berair .,berrek
beri,berri'
memberi.,aberri'
"godek, cambang",berris
"bergodek, bercambang.",aberris
"werit , singit.",berrit
lari sambil meloncat-loncat .,berrung
menangis sambil menjerit-jerit.,berruy
bersih,berse'
membersihkan.,aberse'e
"berita, kabar",berta
"memberitakan, mengabarkan.",aberta
rasa berat dan linu .,berteng
pukul,besbes
memukul berkali-kali,abesbes
memukul berkali-kali .,mesbes
besi,besse
memakaikan/melekatkan besi pada,abesse'e
mengirimkan barang dengan pos,bestel
kiriman  .,bestelan
"bebat, balut",betbet
"berbebat, berbalut",abetbet
membebat.,metbet
"betah, tahan lama.",betta
betis.,bettes
memasak makanan sehari-hari.,betthek
beton,betton
berbeton,abetton
"membetoni, mendasari/merangkai dengan beton.",abettone
"dengan, dan",bi'
sama dengan .,padha bi'
bibi  .,bi'
bibi .,bibbi'
terbuka pinggirnya lebar-lebar,bi'bi'
membuka pinggirnya lebar-lebar.,mibi'
cucur bebek .,bibik
bibir,bibir
berbibir.,abibir
bibit.,bibit
mula,bibit
